Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week)
26.0,Male,66.65284800986285,1.839180824096389,187,166.0,64.0,1.3064705134874872,1708.823450747058,Cardio,28.7,1.9,3
18.0,Female,82.57885120627591,1.827272333893806,170,162.0,74.0,0.8859248167451578,666.9138097907345,HIIT,22.7,2.8,2
38.0,Male,39.049635277454875,1.6574907902250084,184,128.0,51.0,1.5552639525402674,814.7462876535628,Cardio,13.2,1.5,2
34.0,Female,88.59144551003587,1.7470266672581343,172,166.0,56.0,1.2350124344571312,1013.1615508157435,Yoga,19.8,3.1,4
27.0,Female,88.40840813053977,1.7756208106785187,164,162.0,55.0,1.265935032364301,699.2001325131963,Strength,25.4,3.3,2
46.0,Female,76.12954392415723,2.0082830826457427,172,155.0,73.0,1.4130236446553188,1544.4832977356116,Yoga,26.8,3.3,4
24.0,Male,91.57190813101911,1.8032021055029186,194,138.0,55.0,1.1145483626822057,926.9311264079186,Strength,23.7,2.6,4
22.0,Female,71.89327999203758,1.657012940665697,178,134.0,53.0,1.2564165168990078,431.01178767064755,Cardio,24.4,2.706644144,4
18.0,Male,69.59570187286775,1.7534804097512122,187,149.0,74.0,1.4985377959561523,1179.145178366467,HIIT,17.7,2.4,3
24.0,Female,72.3119316887608,1.9603086664103802,172,132.0,61.0,1.2694220231574933,807.6200940784996,HIIT,14.9,2.7,3
42.0,Female,47.28034849719275,1.5756311902335316,193,168.0,72.0,1.4457140919511968,876.5720939920749,Cardio,21.5,3.6,5
54.0,Male,42.524941331576834,1.7700132661036694,179,139.0,59.0,1.1533798164038318,519.3639825816141,HIIT,19.7,3.7,3
24.0,Male,62.78063024585836,1.7378459639033317,198,124.0,70.0,1.3355921209308794,1119.1140352700281,Cardio,24.8,2.0,2
36.0,Male,90.2462401887562,1.6825740786893686,166,149.0,60.0,1.0960205881494292,636.1394023159098,HIIT,20.8,2.706644144,2
45.0,Female,42.85685236456595,1.8142710296381346,177,145.0,59.0,1.8224501952976102,1132.984015884305,HIIT,26.6,1.5,3
31.0,Female,67.02842598399613,1.6518674954601134,180,143.0,68.0,1.2776978058586936,577.0448518334505,Yoga,23.8,3.2,2
14.0,Male,49.2254456535433,1.7900965120789587,191,123.0,74.0,1.2882809462297966,552.3454741997315,Strength,25.9,3.4,2
16.0,Female,60.755766367831974,1.7673573820444046,179,169.0,66.0,1.2712537105474795,1153.2153721696839,Cardio,23.50936099,2.1,3
32.0,Female,87.96123375542619,1.8804726132030634,177,137.0,70.0,0.9185212666115707,432.2166939875932,Yoga,14.5,1.5,3
22.0,Male,37.334300822013276,1.7831883109776787,183,125.0,60.0,1.1119181271461824,1637.8628366474315,Yoga,21.9,3.3,4
27.0,Male,87.44205703291226,1.7525090975750994,191,155.0,54.0,1.3109949048909408,873.8693097045159,Strength,27.2,2.2,4
35.0,Male,72.4897870492751,1.5249174583528797,186,169.0,55.0,1.5273164699356199,869.9135274994369,Cardio,19.4,2.5,3
51.0,Female,45.59250206365791,1.6830630188245637,184,143.0,56.0,1.5005250155673424,1123.8726894609586,Strength,17.7,2.7,3
50.0,Female,59.63107679645374,1.7022838142335202,193,128.0,59.0,1.7501140342537926,1272.9173062340533,HIIT,17.5,3.7,2
23.0,Male,67.54156483030222,1.565827743231205,166,151.0,66.0,1.3782579547170921,779.3070921130161,Strength,11.0,3.0,4
59.0,Female,66.48129218449151,1.7715146917578073,161,158.0,65.0,1.8070749898792666,1425.7352843663214,Yoga,28.6,3.2,3
26.0,Female,44.4650059641058,1.7261973463919027,194,145.0,55.0,1.0467966735260064,548.4507324130261,Cardio,33.9,2.2,5
42.0,Female,55.19707240250547,1.6687040701661329,199,159.0,69.0,0.9141368181550379,1102.2720468648135,Yoga,14.8,3.2,3
36.0,Male,67.00894827837455,1.9404302915040257,167,144.0,53.0,1.1212429179830243,971.66132937992,Cardio,19.1,2.0,4
19.0,Female,70.39499217241946,1.9958056167972744,184,169.0,55.0,1.36519052795454,988.6169769069811,Strength,32.4,2.5,5
43.0,Female,48.31096135881051,1.7303068748806665,183,150.0,57.0,2.014095974603652,843.8088980619058,Yoga,31.4,3.1,3
15.0,Male,73.37441727849624,1.8008160482164004,198,137.0,66.0,1.3009794485951485,1291.6093711090723,Yoga,12.9,3.7,3
43.0,Male,47.96602932087401,1.6297152723588022,182,129.0,54.0,1.9324064244361585,1473.23110311183,Strength,25.1,1.5,3
37.0,Male,69.75873586293866,1.941171821556322,191,146.0,52.0,1.2383900713283271,900.1908674902188,HIIT,26.9,3.7,3
18.0,Female,99.76016216243933,1.6734407580678239,197,155.0,61.0,1.830579019481459,1206.8590688654238,Strength,20.7,2.4,3
29.0,Male,39.17584442355934,1.5582339576028081,195,132.0,57.0,0.714425077883281,453.6407844395605,Yoga,16.7,3.4,3
63.0,Female,71.58808005208324,1.7979722066479058,168,139.0,56.0,1.2892525001883637,529.3699365164309,Strength,22.8,2.0,2
43.0,Female,74.16369730703043,1.7896178234825264,183,120.0,58.0,2.031446379821194,1121.3349793002526,HIIT,22.8,1.5,4
25.0,Female,52.173834329161686,1.7797206429284653,178,127.0,65.0,1.4862372233929688,535.8825106273747,Strength,29.2,3.7,4
27.0,Male,64.01911708951192,1.913702490324839,187,140.0,58.0,1.5084508662704452,911.9983497174392,HIIT,29.7,3.1,5
21.0,Female,66.32721704432832,1.7911763604953996,189,165.0,55.0,1.6973421025895585,724.8277726499749,Strength,35.0,3.5,4
40.0,Male,38.63064170228063,1.7357110050312625,161,146.0,69.0,1.365693188600431,1526.0633425677042,Cardio,21.3,2.5,2
23.0,Male,104.67378414288744,1.7393209847078055,163,166.0,61.0,1.3502238306764351,1240.1849046799425,Cardio,28.1,3.7,3
29.0,Female,94.18345733728681,1.6037019845884617,167,120.0,52.0,1.5187945606145044,1516.5338121168343,Cardio,29.2,2.6,2
45.0,Female,49.87895026913799,1.8072472115546248,163,163.0,68.0,1.5509428995041392,1261.4977231723963,HIIT,19.2,3.7,5
48.0,Female,48.27195866471163,1.722504681279126,164,169.0,73.0,0.7875139639333504,599.4999469313084,Cardio,28.0,1.6,2
39.0,Female,50.83588581627888,1.6990861716603782,198,132.0,71.0,1.9725606400114732,1649.632110787216,Cardio,15.3,2.2,3
38.0,Female,98.626193953322,1.5595435784441012,186,168.0,56.0,1.291395794336063,728.965579315844,HIIT,27.6,3.6,4
15.0,Male,86.25284273647114,1.4845264337830892,197,134.0,74.0,1.7995058671731288,1061.3300835913496,Cardio,30.5,3.3,3
42.0,Female,42.817799510543004,1.698795987584001,197,139.0,74.0,1.582445154228408,1200.5149614376085,Yoga,24.0,1.5,3
20.0,Male,72.87635391012574,1.7377468054055154,192,128.0,59.0,1.527308951564738,1227.064881794924,Cardio,28.5,3.2,3
46.0,Female,69.86516649943992,1.7523690778503502,184,147.0,55.0,1.035059927987824,1475.1803129055088,HIIT,33.1,3.6,3
22.0,Male,92.99416894685568,1.7118824616682886,194,141.0,59.0,2.1842100826699786,1700.1755964805632,HIIT,32.9,2.4,4
30.0,Male,57.73556168213773,1.650496869070751,183,128.0,72.0,1.2249286561503985,623.5603189959227,Yoga,21.9,2.2,3
24.0,Male,51.787847987781205,1.9182876902833224,182,158.0,70.0,1.4240081981834514,1996.7870999502618,Yoga,24.4,2.7,2
33.0,Female,59.1900158863338,1.746724885958243,192,130.0,74.0,1.2932586445261347,1774.8086590296007,Yoga,31.9,2.1,3
43.0,Female,57.4193515810729,1.9938743055143444,196,149.0,51.0,1.780907098172481,891.9362997591317,Cardio,29.9,3.2,5
27.0,Female,72.6023942932219,1.6040724542485119,182,160.0,60.0,0.867278290776496,922.5986116771387,HIIT,14.8,3.5,3
36.0,Male,47.44388001324091,1.9470996588684597,168,123.0,67.0,1.394518529356547,647.7478434866053,Cardio,20.8,2.1,4
28.0,Female,56.27428653131635,1.745460176670748,198,143.0,74.0,1.62507667196406,998.617062506337,Cardio,21.1,2.2,3
37.0,Male,67.48126089615661,1.8162665185700135,160,155.0,74.0,1.212187669696338,926.4185555128145,Yoga,23.9,3.2,4
15.0,Female,70.28463555349104,1.6605679603337005,160,120.0,65.0,1.5035578614267497,1362.6665979897186,Cardio,27.2,3.3,4
23.0,Female,75.07157719764605,1.732468677788826,168,162.0,71.0,1.7779998217892554,1022.6999147961185,HIIT,28.9,2.7,4
27.0,Female,55.949979499765384,1.9915842917491196,172,142.0,68.0,1.9839775295242026,1568.5258616732622,Strength,18.9,3.2,4
35.0,Male,79.76426701424391,1.7306816910859184,176,169.0,63.0,1.7296764742159039,1194.3680569650148,Strength,21.1,1.9,2
29.0,Female,79.02458232700417,1.8594228137281077,194,153.0,60.0,1.135366285859117,1826.3724978554915,Strength,27.3,3.0,4
48.0,Male,89.15466319553069,1.6824987268730307,192,151.0,71.0,1.9058568537117224,483.85272434462,Strength,15.5,3.1,3
15.0,Male,51.24749670658996,1.7494951266723773,191,123.0,74.0,1.2668036733616335,702.1224440451974,Strength,25.9,3.4,2
53.0,Male,64.31132829545881,1.6419853434457927,199,121.0,69.0,1.2137102028763076,790.9974357097996,Strength,26.5,3.6,4
27.0,Female,59.298996806064274,1.7607086884170002,191,150.0,61.0,2.181322663120718,1107.44566953205,Strength,24.3,1.7,3
24.0,Female,87.70391642427462,1.5793299006629815,167,120.0,52.0,1.8045987581555953,1468.9171244311287,Cardio,29.2,2.6,2
51.0,Male,53.24788886870021,1.7110783560966838,190,120.0,65.0,1.922173332445132,393.09211082631083,HIIT,29.4,1.5,5
33.0,Male,40.22030832310979,1.6917139140532798,162,133.0,69.0,1.8257118699789827,930.8927673612965,Yoga,20.2,3.2,4
26.0,Female,91.45291500238424,1.7201569874728948,171,127.0,70.0,1.274379241917664,965.926848978011,Strength,25.6,3.4,3
19.0,Male,58.789554652788304,1.8767588182230222,165,144.0,53.0,1.8734542833620793,1576.250393186398,Cardio,26.6,3.7,4
24.0,Female,47.09663482442479,1.7560520589885815,193,136.0,62.0,2.0811498596155555,1368.4129846611595,Strength,22.0,3.5,3
35.0,Male,92.86845079538985,1.699116298991302,161,128.0,64.0,1.4668778006570884,859.5975596486163,Strength,16.6,3.2,4
27.0,Female,65.5571792829455,1.715009685653785,198,169.0,69.0,2.1015412867725547,1622.46384226687,Cardio,28.4,2.8,4
40.0,Female,40.254681397867756,1.7123853103771873,177,165.0,72.0,1.407097294135905,412.8984652947282,HIIT,10.0,2.706644144,3
26.0,Female,45.046045795969945,1.8440799301066606,178,120.0,71.0,1.4472148202707258,993.2418097194649,Strength,23.1,1.5,3
15.0,Male,65.47469440029715,1.7024106519610869,183,128.0,74.0,1.309483006757789,838.2040508384622,Strength,20.9,2.8,4
54.0,Female,41.76724565923856,1.8514790126314757,167,137.0,53.0,1.7034248271466492,616.2343951674608,Yoga,23.7,2.2,2
15.0,Male,55.735999397484825,1.7371019533495438,175,154.0,50.0,1.0556576839507035,1867.6368038789196,Yoga,21.0,3.0,3
39.0,Female,64.90936621966559,1.7774430174384694,167,129.0,74.0,1.2788195635903643,1013.460261521307,Yoga,10.7,3.4,4
45.0,Male,107.8942801329309,1.5656647208180303,185,133.0,64.0,0.929147183207435,742.3811939208819,Cardio,22.1,1.5,4
29.0,Female,130.1294405737555,1.7221886612863726,191,151.0,72.0,1.1718650814809486,568.4135635253662,Strength,24.3,1.5,2
50.0,Male,51.21632422921928,1.6981624294606352,164,132.0,50.0,1.871406977804719,1101.2284763268715,HIIT,26.6,3.1,2
38.0,Female,77.51288670905234,1.8879334821307638,190,125.0,61.0,1.257556372267289,753.9100416182788,Yoga,26.1,3.1,4
16.0,Male,90.7197402007357,1.5394095652498456,161,141.0,66.0,1.4141422653178333,1468.0908626923465,Yoga,16.7,2.6,3
27.0,Female,75.04884074029685,1.7941595931323908,176,139.0,68.0,1.2969619272677908,312.8066761370186,Cardio,10.0,3.4,2
35.0,Male,47.774880599743476,1.5027755664019562,194,154.0,74.0,1.1933570180540527,598.6508471277178,Cardio,24.0,3.5,2
48.0,Female,66.16349867052523,2.0352513791000533,191,161.0,74.0,1.4429392769861051,1156.240408341216,Cardio,29.0,3.7,5
49.0,Male,116.21997389138998,1.6277915132169214,164,155.0,74.0,0.8752983181140421,809.6377153391271,Strength,24.7,2.5,2
34.0,Male,36.16821623820668,1.8619680454785332,188,131.0,54.0,1.1644239401678254,954.5360639345251,Cardio,11.9,1.9,3
31.0,Female,74.03775986841735,1.5560841697809773,163,152.0,71.0,1.0244782084140827,627.9430266265889,Yoga,25.8,2.3,4
47.0,Female,100.57459261643949,1.6849208103393052,171,132.0,72.0,1.9009419618072805,983.9328062672264,Cardio,30.4,3.6,3
45.0,Female,67.8994228262965,1.7668613431773794,195,130.0,68.0,1.7740431722256853,999.6655786159379,HIIT,22.1,3.4,4
18.0,Female,90.36497819797799,1.496305345436948,182,148.0,67.0,1.1360227154104134,1083.999422241125,Strength,23.3,2.8,2
24.0,Female,63.146861726674494,1.6492384699363738,181,169.0,71.0,1.4703681325852735,641.8967335262214,HIIT,30.6,1.6,5
24.0,Male,42.88372299496875,1.7080752997570037,175,123.0,66.0,0.7355082606754897,1687.80593319737,Strength,27.9,3.5,3
49.0,Female,41.58884982033159,1.6660707023194012,165,164.0,71.0,1.6790133562174705,1460.4621408408173,Yoga,21.5,3.3,5
32.0,Male,85.24395674942329,1.6292366090205515,192,148.0,72.0,1.1791571445357352,1086.0337151457115,Strength,26.3,3.4,2
44.0,Female,74.4883788424699,1.476183543577557,197,153.0,71.0,1.2798241150685594,412.330933691321,Cardio,24.1,3.5,4
50.0,Female,42.938508937985446,1.9656341049339277,194,159.0,70.0,1.5012821243376853,358.177811910709,Cardio,13.5,2.5,4
56.0,Male,66.19390915802812,1.768229793727795,187,155.0,60.0,1.3883723937183332,782.6836455462385,Strength,30.7,3.4,3
31.0,Female,119.21862607168191,1.6981068513347404,190,169.0,69.0,1.4514551283892432,639.4501718045044,Strength,10.0,2.1,3
48.0,Female,55.80183481775766,1.7157490160511386,184,124.0,74.0,1.854768722519299,527.4866791594623,tYoga,27.9,3.0,4
13.0,Male,82.03312491025115,1.81683263930075,168,168.0,69.0,2.1412567296006833,1029.2857846805,Strength,17.3,2.6,5
54.0,Male,48.34076094954438,1.8452633412141075,182,155.0,66.0,1.5545841413756412,582.0045508611204,Yoga,11.2,2.6,4
25.0,Male,98.13962997102018,1.7479006017916876,170,160.0,55.0,1.3772715702804763,1823.9190823020813,HIIT,25.9,1.8,3
40.0,Male,79.30501719002802,1.8121986438894637,179,140.0,56.0,0.9769052337732462,648.8222208287903,HIIT,22.1,3.6,2
40.0,Male,55.026547527606034,1.6848414264680525,174,131.0,50.0,1.3201709383034594,743.6945974606692,Yoga,24.7,2.9,2
27.0,Female,92.24711684609709,1.8119429581613864,181,158.0,74.0,1.5068189558973482,1407.873263225711,Strength,26.9,1.8,2
34.0,Female,44.821116529346156,1.511845503989755,191,146.259322,59.0,1.6607921294035197,797.286849832623,HIIT,22.2,1.6,3
45.0,Male,60.578880773530145,1.6497524347085206,161,154.0,61.0,2.0843274755543284,814.4256365039578,Strength,26.5,2.0,3
22.0,Male,53.064865775943964,1.644114219808053,199,137.0,74.0,1.9047022521281434,1141.970018579698,Cardio,26.7,3.3,3
47.0,Male,41.41725760060459,1.6684900288905637,169,168.0,57.0,1.9178394449216187,749.2324531645211,Strength,17.8,2.2,3
33.0,Female,63.496753275368825,1.7520120209370016,168,164.0,74.0,1.0002248382885648,1128.5647863808836,Yoga,27.1,3.4,5
39.0,Female,47.16968470372935,1.7526805608063858,194,145.0,50.0,1.4347347508070454,839.9910670049256,Strength,21.8,1.9,3
36.0,Male,66.90788828446209,1.7468451440175774,175,142.0,58.0,1.2406789442115291,928.6796399976942,Cardio,19.3,2.1,2
43.0,Male,77.40232715235716,1.7581126212585416,179,140.0,52.0,1.5749680921631823,1112.3812415081643,Strength,24.6,2.6,4
43.0,Male,51.905024663216814,1.556129849894219,182,139.0,74.0,2.0023024935986853,1118.020481041461,HIIT,24.3,3.1,5
46.0,Female,80.53376823241928,1.5680480609424514,172,133.0,71.0,1.3273832408327566,1476.3103335460967,Strength,25.2,2.1,3
47.0,Male,81.2009904261121,1.9385338146234374,168,169.0,54.0,1.6094913628205443,1482.909485431159,Strength,23.50936099,2.1,4
31.0,Female,85.879537710424,1.84294522971979,168,140.0,56.0,1.3362042543458699,831.4929797764788,Strength,20.5,3.3,3
56.0,Female,46.419519707324206,1.6735647855231226,163,169.0,56.0,1.4296909724656086,948.2114194337603,HIIT,27.6,2.4,4
30.0,Male,87.42635193402091,1.6008614237705152,176,143.0,55.0,1.7173863838520704,1028.0998978585403,Strength,24.5,2.4,4
38.0,Female,88.07739960534789,2.008832799088612,171,166.0,72.0,1.115314921121037,1367.073553662371,Yoga,18.6,2.2,5
38.0,Female,68.15947161299307,1.792993254809343,192,130.0,74.0,1.4945916495682714,1917.3502493378949,Yoga,31.9,2.1,3
31.0,Male,64.52641325345252,1.6886821430763728,187,127.0,54.0,1.5339951849289835,461.7618908313124,Strength,27.3,2.9,2
37.0,Female,76.01251878419032,1.9662876718855573,195,130.0,63.95115104,1.30981019733557,1299.6472831018311,Strength,19.5,2.6,3
39.0,Male,124.65910242566709,1.8041085803049632,190,140.0,74.0,1.9963482014381337,1017.4538161453933,HIIT,14.9,2.5,2
47.0,Male,64.57703561779367,1.974539294915158,176,146.259322,64.0,1.1637069271792975,892.364622381374,Strength,25.1,2.4,4
46.0,Female,59.8431398616061,1.748422529251513,171,164.0,69.0,1.1304446542341977,1142.4507794307517,Yoga,19.6,2.8,3
23.0,Female,51.5660825944342,2.0216166236645146,177,129.0,70.0,1.2214837636588447,1066.0250515576845,Strength,26.6,2.706644144,2
48.0,Male,56.62851319011676,1.7963293109147602,167,158.0,64.0,1.3272640956979413,1155.9792301958248,Yoga,23.50936099,1.9,2
50.0,Female,74.08466104428221,1.7686600245920323,191,146.259322,67.0,0.8153665051824975,1107.601811351776,Cardio,15.5,3.5,3
13.0,Female,124.19123979052445,1.7472056301109282,168,135.0,50.0,1.2461778128393173,1337.2408759511554,HIIT,25.1,2.0,3
58.0,Male,72.8954509447832,1.6959265939441566,181,161.0,57.0,1.4071522384337425,980.9038164753758,Yoga,29.9,3.6,3
14.0,Male,45.15250491039528,1.7696382707874676,196,169.0,56.0,1.2290819413191523,609.941062297734,Cardio,29.0,1.9,2
23.0,Male,55.76470321644547,1.9139865915179857,176,131.0,74.0,1.9890720015996348,1411.0607089118157,Yoga,16.3,1.9,3
22.0,Female,63.03635927276904,1.8749301830144798,191,148.0,69.0,0.932660069186147,1101.9529918910655,Strength,21.4,2.3,5
42.0,Male,48.62918729986923,1.696878620892311,198,164.0,70.0,1.5150974464241498,1229.578739546647,Strength,26.7,1.5,4
28.0,Female,86.47641175815214,1.5705396046313314,187,169.0,50.0,1.870761456674853,1452.562199390605,Yoga,27.6,1.6,4
20.0,Female,59.847380868182285,1.8019140388945971,189,165.0,55.0,1.5746244961124876,795.3995329680903,Strength,35.0,3.5,4
50.0,Female,83.17066321333931,1.6032075253282128,181,136.0,63.0,1.5397094685234611,715.857250033444,Strength,11.6,1.8,4
31.0,Male,37.30795708245836,2.0231818825906185,169,138.0,72.0,1.0384342838095157,501.9348237052838,Strength,31.2,2.9,2
18.0,Male,39.90231337065175,1.8571048918451705,161,146.259322,74.0,1.5828353413924854,1185.5851777823727,Strength,23.7,3.3,4
30.0,Female,106.89896506412178,1.7164346828011485,199,131.0,74.0,0.8607655192105046,985.781238881259,Yoga,24.1,1.9,3
45.0,Female,43.65008587728022,1.9416864828277816,177,141.0,56.0,1.297859623982163,1145.8155305483072,Strength,24.0,3.6,4
21.0,Female,50.30238476095761,1.8020539780685452,180,130.0,57.0,1.1325975763983005,812.5505938187093,Strength,17.0,3.0,3
43.0,Female,83.01894823012499,1.6996840463736094,174,126.0,70.0,1.1587590783862218,1131.280012157262,Yoga,25.0,3.7,2
16.0,Female,62.2470997902781,1.8989796562275487,167,168.0,74.0,1.4122781964040778,1156.9312807026145,Cardio,26.9,3.2,2
30.0,Male,94.28659537651153,1.6949661678834889,167,158.0,57.0,0.7438035513117771,1323.2787450039227,Yoga,33.1,2.0,4
37.0,Male,44.46884019407166,1.8638627493789883,168,154.0,71.0,1.4653052889077922,887.4624565203928,Strength,30.6,2.6,4
44.0,Female,42.916440829975876,1.5928000148573107,190,136.0,69.0,1.89423459157669,1324.1382681447317,Yoga,21.4,3.5,4
25.0,Female,74.98327433293781,1.7868265057885686,199,169.0,56.0,1.2513574577559423,1131.299628801287,Cardio,19.7,3.4,3
21.0,Female,51.65861247155083,1.748343244541245,180,136.0,72.0,1.3792121111096325,1183.454101977548,Strength,23.5,1.8,3
35.0,Male,76.12506089811023,1.7218158246642952,168,132.0,74.0,1.6884056256122881,429.0675140655816,Strength,23.9,3.4,4
55.0,Female,61.415342054648555,1.5034685956020741,192,147.0,70.0,1.2617926109686166,576.0530252652569,Yoga,28.3,2.2,3
42.0,Female,68.426656096799,1.6465059348588047,195,169.0,60.0,1.2604369951824457,951.9509344392156,Yoga,16.7,3.5,4
18.0,Male,87.65801577131458,1.753018339727955,197,162.0,59.0,1.411916626433849,1419.377350304659,Cardio,28.8,3.4,3
39.0,Female,82.71796721781888,1.582539018540556,184,135.0,58.0,1.6606362900881013,1059.3384117434039,HIIT,24.0,2.9,4
51.0,Male,81.56794433782456,1.6951715007752577,164,169.0,54.0,0.780695195323914,1390.7994637291108,HIIT,32.6,2.9,3
27.0,Female,41.379405568471455,1.8452829445562084,188,137.0,71.0,1.414107127772299,1853.0434764951356,Strength,26.9,3.6,5
40.0,Female,72.89741950857527,1.6668269029617893,182,146.0,68.0,0.775899838349979,1359.9653525749295,HIIT,20.7,3.0,5
39.0,Male,86.13290055803837,1.6091768239463928,192,153.0,55.0,1.2697301711499807,429.88331233814796,Cardio,25.8,1.5,3
60.0,Male,48.96496900160166,1.8181504989269577,182,155.0,66.0,1.6374542843184623,659.8831134778101,Yoga,11.2,2.6,4
42.0,Female,68.90343273746758,1.6199279308007248,178,169.0,57.0,1.4116389462435193,1359.6356429086443,Yoga,25.9,3.2,3
24.0,Female,67.89145081921178,1.74539602856973,187,120.0,74.0,1.0738444487658483,787.82780531908,Cardio,21.4,2.3,5
